employee_id,age,tenure_years,job_level,department,gender,job_role,location_state,salary,engagement_score,performance_rating,work_life_balance,overtime_hours,commute_distance_km,promotion_count,manager_changes,last_raise_pct,remote_ratio,is_contract,flight_risk
13,53,6.331438128149314,3,Operations,Female,Analyst,OH,131132.58701811702,59.3139268997176,2.0,3.0,5.195167290500096,4.988952988954882,0.8963065546973568,2,2.527189757086384,1.0,0,0
14,54,6.390109418098061,1,Finance,Female,Associate,TX,62152.04422433519,78.79873506000223,4.0,4.0,9.351009406935919,20.40186906106231,2.358815291787341,1,1.723625670833079,0.5,1,0
15,52,0.4078542282298807,1,HR,Male,Manager,TX,60357.456314969706,72.93727581822192,3.0,3.0,4.053109604036248,13.876412284891849,0.33601021935046915,0,0.10120884346533776,0.0,0,0
16,55,5.688445146390819,1,Finance,Female,Engineer,OH,61151.368973867335,44.32690937225165,3.0,1.0,3.7341471688226946,36.55976619980732,1.6586692839316286,1,9.883287365377033,0.0,1,0
17,43,7.206749277285121,1,Sales,Female,Associate,TX,58178.01618889323,98.50810383151165,2.0,3.0,0.0,15.7828353598758,2.7339620378649676,0,2.4983111703272223,0.0,1,0
18,25,6.123159355118789,2,Sales,Male,Manager,FL,64143.631140256766,48.41837309139701,2.0,4.0,0.0,18.704645906934402,1.5518646659205422,1,4.989896720593688,1.0,0,0
19,57,6.895944451284186,2,HR,Male,Analyst,GA,65305.73778538742,76.29245908464573,4.0,4.0,17.86703960336249,1.3379583833355468,1.599556175746906,0,-1.276915868733056,0.0,0,0
20,40,0.7871927057277528,1,Engineering,Female,Manager,WA,68600.08334112274,75.84939916296622,2.0,3.0,18.120424589160997,13.671609297874324,1.0484387720948485,1,8.07294739872825,1.0,0,0
21,42,5.9931204649885865,2,Operations,Male,Analyst,NC,92842.5430982985,74.13455173493615,4.0,1.0,4.981470081277275,20.123896860815833,2.8167796141947585,0,4.501481951460539,0.5,0,0
22,36,4.0921407215886605,1,Finance,Female,Associate,CA,65097.73724904075,62.58134676757589,3.0,2.0,6.970665235650489,13.526571465441759,0.7531204396403881,0,2.6683763712246185,1.0,0,0
23,28,3.5516295238260653,1,Sales,Male,Associate,OH,67623.25103402119,82.40878976710754,2.0,2.0,0.0,12.172457597109211,0.9465053502570439,2,2.6945767880081553,0.0,0,0
24,61,7.61166682825918,2,Engineering,Male,Director,NY,104130.3898203916,46.59448789085357,3.0,4.0,9.498023949576178,21.922915507383877,2.801787476888067,0,6.608229573298164,0.5,0,0
25,55,9.43782353202269,2,HR,Male,Director,OH,87087.71406437921,69.01256816989115,3.0,1.0,17.3175442012994,36.17787937873187,2.649634008062877,1,-4.859286286234369,0.5,0,1
26,48,10.383110163801078,3,Marketing,Male,Director,WA,100501.9678747901,61.54187985171312,3.0,3.0,0.0,19.739632443693928,3.3233560091859555,0,1.527419983872771,1.0,0,0
27,38,8.944423614517715,1,Sales,Female,Associate,CA,76077.87076947515,59.84053086899453,3.0,4.0,8.247183097916757,31.730235401677653,3.0237917626409483,0,3.642748487196423,0.0,1,1
28,57,4.670797455109449,2,HR,Male,Engineer,CA,64903.33986940171,76.43121681180318,4.0,3.0,8.773155698515282,25.45922853022539,0.9971308132687733,0,3.6081667563062023,0.5,0,0
29,44,6.058160489079029,2,Finance,Female,Associate,NY,79652.76523833147,86.16217814079525,4.0,4.0,8.693245604224803,31.012240496014208,1.9824677949198781,0,11.515935891035245,0.5,1,0
30,39,7.300468615352731,1,Operations,Female,Manager,WA,42970.83380869886,64.851163572447,3.0,2.0,16.499723674939283,10.683360919840347,2.082132559109104,0,2.9872195886556043,0.0,0,0
31,40,5.363533847898386,2,Sales,Female,Associate,FL,107972.29605869685,81.71021634888666,2.0,2.0,19.252127485198066,15.516870060187177,0.8023170862204243,1,6.970680976184963,0.0,0,0
32,30,5.3922925637346335,1,Sales,Female,Associate,GA,62883.35960999034,70.74610998166898,3.0,4.0,3.3656142548913635,15.566717150824024,0.9468634303528551,0,9.434971559607852,1.0,0,0
33,24,7.471259395628547,1,Finance,Male,Analyst,NY,59842.55906955608,56.60901686142987,4.0,3.0,9.712215705094504,24.555326838767712,1.743195386970335,0,6.011842257365289,0.0,0,0
34,44,4.822152061922203,4,Marketing,Male,Analyst,GA,148181.70488547185,66.13071860138405,2.0,3.0,5.589635940082416,27.50895386654237,1.9348696424593348,1,1.9785517861559847,0.0,0,0
35,59,2.8121391908790154,5,Engineering,Female,Analyst,FL,209599.2272758568,65.50771163812578,2.0,2.0,0.5751929494221297,19.500674293342694,1.3802832376391438,0,0.14653724203916196,0.0,0,0
36,22,3.7565808024924245,3,Operations,Male,Associate,CA,126254.614268868,59.5501013124183,3.0,3.0,6.895699098167102,28.52047892851037,1.5232565517050918,1,6.236260848142614,0.5,0,0
37,58,6.901731133201228,1,Sales,Female,Engineer,GA,42998.204204984744,76.4272439298375,3.0,2.0,9.700496699501736,11.240022276223526,2.235989602874007,1,8.935075670969347,0.0,0,0
38,57,5.008979873599867,1,Operations,Male,Manager,FL,50410.28914702525,73.51969281557139,3.0,4.0,6.518500797918899,28.6245306347895,1.678832891036683,0,5.63788928658736,0.5,0,0
39,32,6.020629930605013,3,Sales,Female,Manager,FL,96784.66641049193,46.140254525958724,4.0,5.0,0.0,30.189713306230413,1.8867162499057588,0,7.700344461808452,0.0,0,0
40,48,7.01023772660657,2,Operations,Female,Engineer,NC,52796.06989040323,45.22711007140963,2.0,4.0,1.7550755210102573,26.12995615109596,2.247483297997715,1,11.77584114321426,0.0,0,0
41,27,3.875475611307171,1,HR,Female,Engineer,NY,56793.40495513075,76.37026679808632,2.0,3.0,1.8086480587773983,19.610037401774555,1.3924962962862846,0,6.512122853171857,1.0,0,0
42,54,7.268744490889418,2,Sales,Female,Manager,NC,76755.2413303597,57.770703568081984,3.0,1.0,0.0,26.5598799888596,1.234130840817691,0,0.6981014026182466,0.0,1,0
43,51,6.136527810375183,1,Operations,Female,Director,OH,58324.59573926918,74.53061732650485,3.0,2.0,7.194777071239681,7.271946417138125,1.279145372540652,1,4.153182296513364,1.0,1,0
44,35,1.2955607392655644,4,Engineering,Female,Analyst,CA,205802.80010271515,81.71397367163783,2.0,5.0,7.926784674051543,20.3803471723225,0.0,0,8.110645580563451,0.0,1,0
45,23,9.326914373558733,1,HR,Female,Analyst,NY,46403.65886506708,50.93570743891661,3.0,2.0,11.856623206210372,21.60612572190147,3.3291196827520433,2,3.2536606271559614,0.0,0,0
46,63,3.4977657687292516,3,HR,Male,Manager,CA,85251.26178672984,48.82694118135723,3.0,3.0,0.0,2.0458120421821793,1.9918217103585252,1,8.517116784438876,0.0,0,0
47,40,0.03471397044444835,1,Engineering,Male,Engineer,NC,67683.67509299687,95.11647523592943,3.0,4.0,0.9576491963984468,23.69501103527425,0.0,1,3.7991893060348256,0.0,0,0
48,60,1.864868871241093,2,Operations,Male,Director,WA,86106.53272106335,75.27356174443689,3.0,5.0,15.881986163518665,3.0141752918182156,1.4717084446204516,1,5.003042262840506,1.0,0,0
49,50,1.9368645179650343,2,Finance,Female,Manager,FL,82349.37415831297,63.711390149900936,3.0,3.0,3.8485289514895586,12.864980425086827,0.6054226863946418,1,2.9477768789684515,1.0,0,0
50,55,5.1565199559726,1,Engineering,Male,Analyst,CA,60206.158068606994,55.99089321030605,4.0,3.0,5.210917204761437,18.47713151131558,2.0809233074873927,0,4.4786090209632246,0.0,0,0
51,54,4.178448483361288,5,Operations,Female,Associate,NY,173786.75858043073,62.343387266390806,4.0,3.0,3.7742739502304548,9.231163384406322,1.4977227165684488,0,4.637342283308622,0.5,0,0
52,28,3.989504097078221,3,Engineering,Female,Engineer,OH,130514.29347409961,52.141414958300345,3.0,3.0,12.931215731051505,18.99064846344382,2.0040953456108728,1,-0.825625779250152,0.5,0,0
53,36,6.859105896447437,4,Engineering,Female,Associate,NY,105380.19560349008,83.25118261135886,3.0,3.0,13.202660765005204,18.798683885234638,2.0855900018566227,1,2.675220122256774,0.0,0,0
54,41,6.019626083578111,4,Sales,Female,Manager,CA,104472.47745019312,58.348732695905184,3.0,4.0,12.792456704121935,8.157820327693909,0.9018204914488533,1,0.30037573943968,0.0,0,0
55,42,5.948143611932859,2,Operations,Male,Analyst,NY,91888.90346805612,86.403018823244,4.0,3.0,5.185973279502835,24.81569350589197,1.6360646731454624,0,2.7786741778349233,1.0,0,0
56,21,6.229485371986078,4,Finance,Female,Director,OH,152681.65091450233,63.99056620344983,3.0,5.0,0.0,8.830121960325219,2.0892465910886773,1,1.6145086910044015,1.0,0,0
57,44,6.848404004006715,1,Sales,Female,Associate,FL,49597.55417928711,54.34974724574028,4.0,4.0,18.476491544314783,45.45569249681633,1.8271101973670176,1,7.035463528706726,1.0,0,0
58,26,0.0,1,Engineering,Male,Director,WA,64800.163669081056,63.60547617979298,3.0,4.0,10.99416283868862,16.686254120032743,0.3946390332916024,1,7.070199811256534,1.0,1,0
59,53,3.906685243206616,1,Marketing,Male,Analyst,FL,54708.40835024568,30.637498337478746,4.0,2.0,1.8033871302532725,3.94447026011961,1.0767773505890526,0,5.680882463000431,0.5,0,0
60,50,0.0,1,Engineering,Female,Associate,NY,73838.94026879463,68.1884713498899,4.0,4.0,14.966731928610878,6.187898805434736,0.0,0,0.19705230635549587,0.0,0,0
61,61,5.108179780393386,2,Engineering,Female,Director,OH,75644.74662326225,67.44821213304762,3.0,3.0,1.2507375931863356,31.770965576379616,0.8078929072683286,2,3.7055956683593725,0.0,1,0
62,53,4.986101083326964,1,Operations,Male,Director,OH,45877.52553297015,82.37114119821952,3.0,4.0,14.874923822320595,13.090180203378551,1.189511080001983,0,-0.04157693534037499,0.0,0,1
63,36,8.13659682436904,3,Operations,Female,Associate,CA,101491.97791487708,41.70542608024931,4.0,4.0,15.34799212569144,1.634834306040382,2.447484939639922,0,3.55811984214671,0.5,0,0
64,63,8.562903178163364,2,Sales,Female,Analyst,NC,78801.9850340546,87.42799541295321,3.0,3.0,0.0,28.244552965533202,1.270908682635962,1,5.942263501687812,1.0,0,0
65,38,5.608325144757102,1,Finance,Male,Director,NY,68404.06927591689,82.30898942496484,5.0,5.0,9.072308121146726,13.013113346663008,1.1343327663587295,1,6.976312968745313,1.0,0,0
66,34,3.4989167678093005,2,Sales,Female,Manager,NY,65245.911231684826,88.78065345547994,3.0,4.0,10.475334927729302,25.841034133432213,0.0,1,5.41853433957713,1.0,0,0
67,60,6.455483337637213,1,HR,Female,Associate,NY,51624.89577059421,69.20917935993793,3.0,4.0,23.304364397104322,29.226792307873524,1.4741788983666657,0,7.775414692042124,1.0,0,0
68,36,3.4162470880270597,3,Engineering,Female,Engineer,NY,143721.58654896767,85.20845251154134,3.0,4.0,0.0,21.293562465702536,1.694459437151494,0,4.779269160812376,1.0,0,0
69,23,4.995822045669954,1,Marketing,Female,Engineer,CA,58587.04390115263,47.931339476396424,2.0,5.0,15.027802938956803,46.750888748224,0.7157078982969711,2,3.299319183969108,0.0,0,0
70,41,7.958408950882303,5,Engineering,Male,Analyst,NC,193964.68458320538,80.695713478068,4.0,2.0,5.121422126234879,0.0,2.695726976340313,0,6.620981529098236,1.0,1,0
71,55,3.3266859620317293,3,Engineering,Male,Manager,NC,121723.7562624654,58.43255856850082,3.0,4.0,0.0,8.1845990967383,2.659776779825029,0,6.719428300530023,0.5,0,0
72,28,7.417035917727503,1,Sales,Male,Director,GA,48987.250316719386,45.22897251365596,4.0,2.0,4.16008981115999,14.928599944752513,2.991275998105125,1,2.4274849050288583,0.0,0,0
73,40,7.032204106076907,1,Marketing,Male,Engineer,NY,54010.33152791813,53.13789222753459,2.0,3.0,5.01725332769795,45.13408234329746,2.0893092013995576,1,5.136946775710207,1.0,1,0
74,25,2.1356245486075354,3,Marketing,Male,Analyst,NY,120560.12602231097,70.08296707943906,3.0,4.0,0.0,39.57602964122655,1.1252391159371853,1,3.117059876990117,1.0,0,0
75,50,7.921682384652203,3,Marketing,Female,Manager,GA,99589.5764146121,57.63551187673595,4.0,4.0,7.1852153319607055,33.464290408726995,1.4415281427242685,0,-2.0257844066012147,0.0,0,0
76,41,7.095699036114516,3,Sales,Female,Manager,NC,90119.0577661648,75.641102975437,1.0,2.0,11.704664788490073,8.470512711049079,1.0832937897006718,1,5.320319476339958,0.0,0,0
77,34,5.305777662117972,3,Engineering,Female,Analyst,OH,114381.1226806212,42.87643667493974,5.0,3.0,6.667404578434088,9.869823122754843,1.5331553403384852,1,0.11643345462845289,0.5,0,0
78,30,2.713029625917043,1,Sales,Female,Analyst,OH,57687.14249711781,38.093536845762074,3.0,3.0,1.2070913743408638,8.05727957831455,1.0143176597716306,1,4.984672628001282,0.5,0,0
79,45,2.42238194427329,2,Operations,Female,Director,TX,70797.96753171548,90.58581151215364,3.0,3.0,3.960695521151238,8.598877343510846,1.34875169748477,1,-0.6059189064836206,1.0,0,0
80,50,3.3870122692909326,1,Operations,Male,Analyst,FL,56321.76335412224,83.55700194102151,4.0,4.0,4.968196502445842,35.912455287311694,0.6264605063851917,1,1.8409987689377774,0.0,0,0
81,62,6.62778338987588,4,Sales,Male,Director,TX,138038.60020638138,54.26054746129289,4.0,5.0,6.521251392367341,15.074794519249874,2.0096896877243817,0,2.6992035947929516,0.0,0,0
82,39,2.1331244977958064,2,Marketing,Female,Director,NC,88401.10321073439,69.9550053479419,3.0,4.0,12.768815335680218,16.66202202427269,0.704931076159158,1,7.6051743109340375,0.0,0,0
83,27,6.31253674585961,1,Engineering,Female,Associate,WA,80700.0057358437,85.29260590301986,4.0,3.0,6.9035782737026254,27.292641443081177,1.72474546404258,0,2.3994548200422186,0.0,1,0
84,57,1.2747334133648223,1,Sales,Male,Manager,NY,64365.213284727826,76.28800912435908,4.0,2.0,0.0,0.0,0.3207246209952628,1,0.7750871391738787,0.0,0,0
85,48,4.387794246683454,1,Sales,Female,Manager,TX,48152.391861157135,72.22334644275217,5.0,3.0,1.06375249607916,18.631749855229668,0.740832797468679,1,5.093035245980781,1.0,0,0
86,51,5.328943263722026,1,Sales,Male,Manager,CA,48410.31064875931,86.42731121968896,4.0,2.0,6.162147356276456,4.83753925592495,1.690379663237271,2,3.349079233798436,0.0,0,0
87,24,12.33539043517675,3,HR,Female,Associate,OH,89965.7193463234,59.03931287198169,5.0,4.0,12.868871394678797,14.467020953300178,3.641427255310404,0,6.371681681948017,0.0,0,0
88,34,0.8680530334388976,2,Operations,Female,Director,CA,69924.27723105659,70.46767672996943,4.0,4.0,14.084925090755862,10.96295167248945,0.0,1,0.9643601525063961,0.0,0,0
89,54,9.4160436994704,4,Marketing,Female,Director,GA,103490.52367129116,69.73227042561413,2.0,3.0,17.422797391112187,10.344231047624916,3.0897627594628263,0,4.632561646419335,0.0,0,0
90,57,5.449527241961841,2,Finance,Female,Analyst,NC,84037.16077866458,65.90856928493436,5.0,5.0,5.9143007830551335,20.706981680476378,2.173706736477046,0,11.40870039018156,1.0,0,0
91,39,6.23351575404789,1,Marketing,Female,Associate,NC,50713.739073660065,64.15291732868872,3.0,3.0,10.343164228517455,20.654560828710135,2.187430278741817,0,3.28216312289697,0.5,0,0
92,56,5.355043740164613,3,Finance,Female,Analyst,TX,105209.07216719084,71.09302356742737,4.0,3.0,0.0,15.36215292919218,0.904546505153455,1,4.560191229101885,1.0,0,0
93,57,6.334180454585699,3,HR,Female,Associate,NY,86689.47351398418,70.51611243978292,3.0,4.0,8.00917101213038,22.448212115893874,1.8695533042845376,0,-0.983120774112864,0.0,0,0
94,37,4.538944686913947,2,Sales,Female,Analyst,NC,94141.41020381998,54.273585361982114,4.0,4.0,0.0,7.57662550975741,0.7499824014001991,0,1.4410621360235396,0.0,1,0
95,60,9.362150544372374,3,HR,Female,Engineer,TX,93719.5992630521,82.02693864850671,3.0,4.0,4.562225629716751,26.17903042847313,2.7328330033148642,2,5.379162106128309,0.5,0,0
96,32,3.6305865673258326,2,HR,Male,Manager,TX,95953.99529858242,55.35422188350613,4.0,4.0,26.208868722104995,15.525611734108729,0.49278842959543234,0,3.010306772493342,0.0,0,0
97,30,8.396703716537743,2,Engineering,Male,Manager,FL,97429.74165078001,66.72649833179238,3.0,4.0,7.124879653333008,12.196037254345235,3.1653562071379406,0,5.843298881802339,1.0,0,0
98,50,3.0668986393609314,2,Operations,Female,Director,FL,71736.76004320593,65.57079290919923,4.0,3.0,0.0,8.462894259564223,1.3462556355150286,1,5.274816057389779,0.0,0,0
99,48,4.819244460796139,1,Finance,Male,Engineer,NC,63039.05574108847,75.37155418988824,4.0,4.0,7.854523041705338,15.103230474399819,2.0687205720043305,0,0.04591169236671888,0.5,0,1
100,26,1.7841123431293422,1,Sales,Male,Manager,TX,58154.53261892573,38.21344089674001,4.0,4.0,1.3804736938745172,40.44767108215107,1.1407796378685382,1,7.045918847874453,0.0,0,1
101,57,6.365071161042559,1,Finance,Female,Director,GA,67113.14989526654,83.36364722394187,1.0,5.0,0.0,17.240234758768924,1.6562319333536752,0,0.2719451697327999,0.5,0,0
102,28,9.335377870779602,2,Marketing,Female,Engineer,GA,102297.52251255057,59.84514478581754,3.0,2.0,19.721976733733506,4.2671575662787316,2.411884974106288,0,1.705234282577719,1.0,1,0
103,56,4.767931460537437,1,Finance,Female,Manager,FL,55011.72160596197,88.29944942165582,4.0,2.0,12.46768418386727,29.025828801420555,2.407300428802217,0,4.688454746602639,0.5,0,0
104,20,4.409342903888271,2,Marketing,Male,Analyst,NC,88050.83888067951,62.82752613225769,3.0,4.0,7.418756374970215,12.33685877049895,1.1607404681503428,0,8.701069024019738,0.5,1,0
105,55,1.6561491107962194,4,Operations,Male,Associate,OH,123739.51075705423,69.26734621398984,4.0,1.0,2.257236968267211,21.405108052229647,0.0,0,0.9883709436175292,1.0,0,1
106,55,4.312122039343076,1,Marketing,Male,Engineer,NY,41732.70948834664,98.70679060102636,3.0,4.0,2.8244736191946056,10.732073394881063,1.8365149085832309,0,4.443053360258657,0.5,0,0
107,55,0.2216172208354168,2,Finance,Male,Director,WA,100404.43355827931,65.83992686809498,3.0,4.0,15.797373067909053,33.369279793718036,0.14958460691120862,0,4.468061406491023,0.0,0,0
108,49,2.2613660398435185,3,Finance,Male,Engineer,OH,139246.79349210853,88.58274827010189,4.0,3.0,7.146042763651975,10.910882920248431,1.5496710571998231,2,5.972079933317314,0.0,0,0
109,41,5.680358138327406,1,Marketing,Male,Director,GA,47579.725253062854,70.5856762834684,1.0,3.0,0.0,34.774295742930434,1.768741274882054,1,7.5520916490372665,1.0,0,0
110,51,8.957039593224188,1,HR,Female,Engineer,GA,48934.33607099402,76.23128245440235,4.0,2.0,21.94656960961186,5.408872985654565,2.5471532770845973,2,2.7877742079941803,1.0,0,0
111,32,13.42763258368851,1,Operations,Female,Director,OH,38912.835186689335,71.04937884117062,3.0,3.0,6.281436498805995,14.485123371414243,4.752138937747245,1,7.035547723788849,0.0,0,0
112,55,3.240244744787298,1,Engineering,Male,Manager,FL,53943.40556464875,82.71777439450186,2.0,3.0,7.403583040143719,34.79994943088138,0.00270440577417852,0,7.990965156479138,0.0,0,0
113,45,9.30590046993632,4,Sales,Male,Analyst,FL,148122.16789025126,59.71702580720423,3.0,3.0,12.606863694043575,20.018090697376067,2.307611322934287,0,9.351877536614719,1.0,1,0
114,40,5.731257441204944,3,Finance,Female,Manager,NC,108814.39031956953,55.23927215471222,4.0,3.0,8.257819791181108,45.25759130166759,1.1050843429454305,0,5.505769899164861,0.0,0,0
115,42,4.5462570597608725,2,Sales,Male,Analyst,FL,66694.36430074353,60.421357144344675,4.0,3.0,10.228360324017668,14.770314609143794,0.0,1,4.472310731057901,0.0,1,0
116,45,6.297783355178456,4,Engineering,Female,Manager,CA,157231.69630965218,71.49565564486137,3.0,3.0,2.0339357284455266,21.084514235528086,2.3232725297180923,0,2.5762465791553923,0.0,0,0
117,21,5.185749451039878,3,Sales,Male,Manager,WA,95850.36606967603,66.68771821674505,4.0,5.0,0.0,40.86179126458581,1.1471916519073446,1,-0.37696019644882206,1.0,1,0
118,26,5.331187176836655,1,Engineering,Male,Engineer,OH,61803.553963689024,80.65412314706765,4.0,3.0,6.961629470312376,0.0,2.0664171612269895,1,3.166139402024506,0.0,0,0
119,31,3.7750005115199925,4,Marketing,Male,Associate,OH,138640.1832006342,89.57097549732279,3.0,4.0,15.02130256592213,0.0,1.3120234694607602,1,4.337013208679525,0.5,0,0
120,25,0.8056710206034481,2,HR,Male,Director,TX,57801.79973118936,55.36242494147487,3.0,3.0,0.465382091318177,8.453901873487101,0.5944772001490243,1,3.6715230927012796,0.0,0,0
121,39,0.36912439243375506,3,Finance,Female,Director,GA,101110.84051743384,58.990768125791014,3.0,3.0,0.0,27.76047227367991,0.0,0,5.793153978444485,0.5,0,0
122,50,6.959734649843681,4,Engineering,Female,Director,OH,155513.0238209942,48.45640872530719,4.0,2.0,13.547134822659562,0.0,1.5299467278500227,1,-0.3625198232195803,1.0,0,0
123,49,4.16989972974286,1,Sales,Female,Analyst,CA,64143.04224228492,100.0,3.0,2.0,1.7992835640123603,25.164588678744238,1.2452564479155066,0,3.454077189130584,0.0,0,0
124,41,3.2117333010315,1,Finance,Male,Director,OH,74700.61484907907,74.5700424868274,2.0,2.0,2.126080603159186,24.32048033386672,1.4691389959939014,0,9.98430852739093,0.5,0,0
125,58,5.0255168801694605,1,HR,Female,Director,NY,44111.79635534207,77.19703480077366,2.0,3.0,2.3879900893763066,42.17268279842348,1.4056327624724578,2,6.98679627850667,0.0,0,0
126,45,7.384796758746883,2,Marketing,Female,Engineer,CA,88967.31051295988,49.89687422453427,4.0,4.0,4.5451331330666465,30.545819106148468,1.6887801374911626,1,5.848570387638164,0.0,0,0
127,23,5.541091829079194,3,Finance,Female,Manager,NC,103238.30274959432,69.98245016489687,3.0,2.0,0.0,22.36860284997331,0.8637582391836119,1,5.17204712506747,1.0,0,0
128,54,3.031835190077098,4,Engineering,Male,Director,NY,193637.57310947502,77.63871976619627,3.0,3.0,1.2246192122086144,34.30959522183552,0.9887364349306099,0,2.903704427804,0.0,0,0
129,45,8.67887886694685,1,HR,Male,Associate,NY,40666.782963164995,66.20863464198362,4.0,2.0,6.612576133978053,24.4668472933784,2.147239155313406,1,-1.2622107552701394,1.0,1,0
130,48,9.737556508944895,2,Sales,Female,Director,OH,95941.74572950078,86.13558437239593,2.0,3.0,6.562665553223805,12.479159344473574,2.73911465012184,0,5.371385771235997,0.0,0,0
131,45,6.48366996596856,2,HR,Female,Analyst,FL,63106.8958784034,100.0,3.0,4.0,13.10595136805711,4.264730675413661,1.7092098637846787,0,-3.345284948869006,0.0,0,0
132,44,7.920990534032271,1,HR,Male,Analyst,OH,63797.36144274031,55.79405759359072,3.0,3.0,17.875745555363633,11.167612755683031,1.9964815677699217,1,3.0233324121616705,0.0,1,0
133,24,8.725879990441433,1,Operations,Male,Analyst,CA,57156.65073971332,54.668691310349544,4.0,3.0,15.587384126650822,17.51911350543459,2.6693907051532593,0,3.989022431493007,0.5,0,0
134,45,8.39029794921354,1,HR,Male,Director,NC,41532.278508849566,56.83365901707135,4.0,5.0,11.402566688517542,20.100220864195247,2.729930435976047,0,2.6584286937789585,0.5,0,0
135,55,6.842297531337871,4,HR,Female,Engineer,GA,103226.39354368589,94.09298740024735,2.0,4.0,3.958857864629548,0.0,3.1341095186012904,0,10.514149180405692,1.0,0,0
136,33,6.795041141224648,1,Finance,Male,Associate,WA,70382.16238936436,85.63532975544527,4.0,3.0,0.63851651030184,15.365275980912067,2.3962209548748925,0,9.473028355300185,0.0,0,0
137,47,6.558981720039508,2,Sales,Female,Director,FL,92631.73301138674,67.96708273309527,4.0,3.0,5.125149027558814,18.34298123459334,2.8302041748386295,0,7.098435201030291,0.0,0,1
138,21,1.7079869763588693,3,Finance,Female,Engineer,CA,115758.94136523569,70.54839496601312,3.0,2.0,9.099051388410286,24.570449338558085,0.0,0,1.224019701782868,1.0,0,0
139,35,7.102169470578757,2,Finance,Female,Engineer,GA,90602.8867930068,57.75184560704918,3.0,4.0,10.753564587719673,37.52161059007621,1.0686244148720023,0,9.764245980896364,1.0,0,0
140,39,0.9325580866203378,5,Engineering,Female,Director,CA,211613.06143035588,83.35040736614776,4.0,4.0,9.361600134610951,20.227842425343237,0.2577870141737159,1,5.856907416471103,0.0,0,0
141,64,2.616201634624835,5,Finance,Male,Director,FL,183558.55752929213,64.30147263837169,3.0,2.0,4.151771700367632,7.085245485027382,1.2623025278108408,1,1.1740610207409663,0.5,0,0
142,29,8.910695203424263,1,Operations,Female,Engineer,GA,42313.6492327103,66.098851908175,4.0,3.0,10.50803567889583,0.0,2.966609946159733,0,4.098150733888727,0.0,1,1
143,32,7.5206604880825925,2,Operations,Male,Engineer,FL,65854.04222279797,79.13184657293885,4.0,3.0,13.826107535584518,26.244131497348583,2.875589082848114,0,6.8757245606143975,1.0,0,0
144,38,9.462194869057587,1,Engineering,Female,Engineer,CA,68845.32143293787,67.18007592875168,2.0,4.0,11.16112268847279,7.570951686271041,1.181557032911044,0,2.203363478073075,1.0,1,0
145,64,4.184976848938123,1,Marketing,Female,Director,NY,64554.800991116106,66.47551009753231,4.0,4.0,4.775908613856207,28.402043725936167,1.9474938080557025,1,4.421597664018375,1.0,1,0
146,58,1.5432534761696974,1,Sales,Male,Engineer,WA,69574.2523629612,70.15862808293613,4.0,4.0,0.0,34.76904182595082,0.6422071404776978,2,4.9494291315404775,1.0,0,0
